STATION,NAME,DATE,AWND,AWND_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",7/14/2019,1.5,W,30,W,40,W,4.5,W,7.2,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",7/15/2019,1.9,W,150,W,310,W,7.6,W,10.7,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",7/16/2019,1.5,W,150,W,120,W,6.7,W,8.5,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",7/17/2019,4,W,240,W,250,W,11.6,W,14.8,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",7/18/2019,3.4,W,230,W,230,W,8.9,W,11.2,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",7/19/2019,3.1,W,160,W,170,W,10.7,W,14.3,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",7/20/2019,2.4,W,210,W,210,W,9.8,W,13,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",7/21/2019,4.3,W,230,W,230,W,10.3,W,13.4,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",7/22/2019,5.4,W,220,W,230,W,12.5,W,15.7,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",7/23/2019,2.3,W,30,W,260,W,9.8,W,12.5,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",7/24/2019,2.1,W,40,W,30,W,6.7,W,9.4,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",7/25/2019,1.9,W,80,W,90,W,6.7,W,8.9,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",7/26/2019,1.7,W,40,W,140,W,6.3,W,7.6,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",7/27/2019,0.5,W,90,W,170,W,4,W,6.3,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",7/28/2019,1.2,W,180,W,130,W,4,W,5.8,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",7/29/2019,2.2,W,170,W,160,W,5.4,W,7.6,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",7/30/2019,2.8,W,170,W,180,W,6.3,W,8.5,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",7/31/2019,1.5,W,10,W,10,W,6.3,W,8.5,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",8/1/2019,2,W,130,W,140,W,14.8,W,22.4,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",8/2/2019,2.3,W,110,W,110,W,10.3,W,13,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",8/3/2019,1.5,W,150,W,130,W,4,W,5.8,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",8/4/2019,0.8,W,240,W,230,W,8.9,W,10.3,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",8/5/2019,1.2,W,300,W,310,W,6.3,W,9.8,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",8/6/2019,2.2,W,230,W,230,W,7.6,W,15.2,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",8/7/2019,2.9,W,220,W,240,W,13.4,W,17.9,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",8/8/2019,1.5,W,240,W,240,W,8.9,W,10.7,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",8/9/2019,1.4,W,270,W,240,W,6.3,W,8.1,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",8/10/2019,1.6,W,70,W,160,W,5.8,W,7.2,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",8/11/2019,2.9,W,110,W,110,W,6.3,W,9.4,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",8/12/2019,2,W,190,W,150,W,5.8,W,8.5,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",8/13/2019,3.4,W,230,W,270,W,10.7,W,13.9,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",8/14/2019,3,W,40,W,50,W,10.7,W,13.4,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",8/15/2019,1.7,W,160,W,160,W,7.6,W,10.7,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",8/16/2019,1.4,W,80,W,40,W,9.8,W,13.4,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",8/17/2019,2,W,90,W,170,W,7.2,W,9.4,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",8/18/2019,1.3,W,230,W,190,W,4,W,6.3,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",8/19/2019,2.8,W,190,W,200,W,6.7,W,8.5,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",8/20/2019,3.4,W,240,W,230,W,10.3,W,12.5,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",8/21/2019,5,W,280,W,280,W,10.3,W,16.5,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",8/22/2019,3,W,220,W,200,W,11.6,W,16.1,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",8/23/2019,3.1,W,220,W,210,W,9.8,W,12.1,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",8/24/2019,2.9,W,40,W,20,W,5.8,W,8.1,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",8/25/2019,2.9,W,40,W,30,W,8.9,W,10.7,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",8/26/2019,2.9,W,50,W,40,W,6.3,W,7.6,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",8/27/2019,1.5,W,40,W,80,W,4,W,5.4,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",8/28/2019,1.3,W,270,W,260,W,5.4,W,7.6,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",8/29/2019,1.3,W,50,W,40,W,5.8,W,7.2,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",8/30/2019,1.4,W,240,W,230,W,5.8,W,7.6,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",8/31/2019,1.3,W,80,W,100,W,5.4,W,6.7,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",9/1/2019,2.5,W,80,W,100,W,6.3,W,8.5,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",9/2/2019,1.7,W,140,W,150,W,5.8,W,11.2,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",9/3/2019,1.4,W,50,W,40,W,4.5,W,7.2,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",9/4/2019,1.6,W,170,W,150,W,4.5,W,6.3,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",9/5/2019,5.3,W,20,W,10,W,9.4,W,16.5,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",9/6/2019,3.4,W,20,W,350,W,8.9,W,13,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",9/7/2019,1.6,W,250,W,20,W,5.8,W,7.2,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",9/8/2019,1.8,W,140,W,110,W,4.5,W,6.7,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",9/9/2019,1.3,W,50,W,110,W,4,W,6.3,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",9/10/2019,1.7,W,100,W,110,W,6.7,W,9.4,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",9/11/2019,1.7,W,170,W,180,W,5.4,W,6.7,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",9/12/2019,1.8,W,190,W,210,W,5.4,W,7.2,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",9/13/2019,4,W,80,W,80,W,7.6,W,9.4,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",9/14/2019,1.7,W,110,W,150,W,3.6,W,7.2,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",9/15/2019,1.5,W,30,W,130,W,4.5,W,8.5,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",9/16/2019,1.7,W,90,W,80,W,5.4,W,7.2,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",9/17/2019,2.6,W,40,W,30,W,9.4,W,13,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",9/18/2019,3.4,W,70,W,80,W,7.6,W,10.3,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",9/19/2019,3.1,W,40,W,60,W,7.6,W,10.3,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",9/20/2019,1.5,W,150,W,160,W,4.5,W,7.2,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",9/21/2019,2.3,W,170,W,220,W,5.4,W,6.7,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",9/22/2019,3.4,W,190,W,160,W,6.3,W,8.1,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",9/23/2019,3.4,W,230,W,230,W,7.2,W,10.3,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",9/24/2019,1.7,W,40,W,40,W,5.8,W,8.1,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",9/25/2019,2.7,W,160,W,130,W,5.8,W,7.2,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",9/26/2019,2.7,W,240,W,240,W,7.6,W,8.9,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",9/27/2019,3.6,W,90,W,90,W,7.6,W,10.3,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",9/28/2019,3.4,W,230,W,230,W,7.2,W,10.3,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",9/29/2019,2.4,W,100,W,110,W,6.3,W,8.5,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",9/30/2019,2.7,W,90,W,100,W,6.7,W,8.5,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",10/1/2019,1.6,W,160,W,150,W,4.5,W,8.5,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",10/2/2019,2.2,W,220,W,230,W,5.4,W,6.7,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",10/3/2019,1.6,W,230,W,240,W,6.3,W,7.2,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",10/4/2019,3.8,W,80,W,60,W,8.9,W,11.6,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",10/5/2019,3.9,W,70,W,80,W,9.8,W,13.4,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",10/6/2019,2,W,140,W,150,W,5.4,W,6.7,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",10/7/2019,1.6,W,250,W,250,W,4,W,5.8,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",10/8/2019,3.8,W,40,W,40,W,7.6,W,11.2,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",10/9/2019,2.9,W,80,W,80,W,7.2,W,9.4,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",10/10/2019,2.1,W,50,W,40,W,6.7,W,8.5,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",10/11/2019,1.3,W,300,W,290,W,5.4,W,6.7,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",10/12/2019,1.8,W,230,W,260,W,6.3,W,8.9,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",10/13/2019,1.3,W,250,W,240,W,7.2,W,9.8,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",10/14/2019,1.5,W,240,W,330,W,4,W,6.7,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",10/15/2019,1,W,90,W,90,W,5.8,W,7.2,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",10/16/2019,2.5,W,340,W,290,W,6.3,W,9.8,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",10/17/2019,3.7,W,280,W,330,W,7.6,W,11.2,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",10/18/2019,1.1,W,40,W,30,W,4.5,W,7.2,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",10/19/2019,1.4,W,70,W,50,W,5.8,W,8.1,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",10/20/2019,3.6,W,100,W,100,W,9.4,W,13,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",10/21/2019,2,W,110,W,120,W,5.8,W,6.7,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",10/22/2019,2.7,W,170,W,170,W,7.6,W,10.3,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",10/23/2019,1,W,280,W,280,W,5.4,W,7.2,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",10/24/2019,0.7,W,220,W,180,W,4.5,W,5.8,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",10/25/2019,0.5,W,130,W,110,W,3.6,W,5.4,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",10/26/2019,2.7,W,130,W,130,W,7.2,W,9.8,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",10/27/2019,3.7,W,220,W,220,W,8.9,W,10.7,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",10/28/2019,2.4,W,80,W,80,W,7.2,W,10.3,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",10/29/2019,1.6,W,60,W,30,W,3.6,W,4.9,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",10/30/2019,2.6,W,160,W,140,W,4.5,W,6.3,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",10/31/2019,6.3,W,270,W,260,W,12.5,W,17,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",11/1/2019,2,W,340,W,290,W,6.3,W,10.7,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",11/2/2019,0.5,W,340,W,340,W,3.1,W,4.5,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",11/3/2019,1,W,40,W,40,W,5.4,W,8.5,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",11/4/2019,1,W,340,W,120,W,4,W,5.8,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",11/5/2019,0.5,W,230,W,250,W,3.1,W,4.5,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",11/6/2019,2.6,W,50,W,110,W,6.3,W,7.6,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",11/7/2019,2.2,W,230,W,250,W,8.1,W,11.6,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",11/8/2019,3.4,W,50,W,30,W,8.1,W,10.7,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",11/9/2019,1.2,W,50,W,50,W,4.5,W,6.3,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",11/10/2019,2.6,W,230,W,240,W,6.3,W,8.1,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",11/11/2019,3.8,W,220,W,230,W,7.6,W,10.3,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",11/12/2019,3,W,340,W,10,W,6.7,W,11.6,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",11/13/2019,2.5,W,50,W,40,W,8.1,W,9.8,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",11/14/2019,1,W,100,W,100,W,4.5,W,5.4,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",11/15/2019,3,W,40,W,40,W,8.9,W,13.4,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",11/16/2019,7,W,40,W,50,W,11.2,W,17.4,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",11/17/2019,4.9,W,30,W,30,W,8.9,W,13.4,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",11/18/2019,2.1,W,30,W,50,W,5.8,W,7.2,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",11/19/2019,0.9,W,240,W,140,W,3.6,W,5.8,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",11/20/2019,1.3,W,10,W,310,W,6.3,W,9.8,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",11/21/2019,1.6,W,220,W,220,W,4.5,W,6.3,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",11/22/2019,3.6,W,230,W,230,W,7.6,W,9.8,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",11/23/2019,3.4,W,190,W,200,W,9.4,W,13.4,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",11/24/2019,3.4,W,300,W,280,W,8.9,W,14.3,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",11/25/2019,1,W,230,W,220,W,5.4,W,7.2,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",11/26/2019,1.3,W,200,W,210,W,4.5,W,5.8,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",11/27/2019,3.7,W,210,W,210,W,10.3,W,13,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",11/28/2019,3.2,W,300,W,330,W,6.3,W,10.3,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",11/29/2019,0.5,W,50,W,50,W,3.6,W,4.5,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",11/30/2019,1.8,W,110,W,120,W,4.5,W,6.7,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",12/1/2019,3.2,W,200,W,190,W,7.6,W,10.3,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",12/2/2019,3.5,W,290,W,320,W,8.1,W,13.4,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",12/3/2019,2.3,W,280,W,240,W,5.4,W,7.6,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",12/4/2019,2.1,W,230,W,240,W,8.9,W,11.6,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",12/5/2019,1.4,W,300,W,330,W,5.8,W,8.9,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",12/6/2019,2,W,230,W,210,W,6.7,W,8.5,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",12/7/2019,2.7,W,80,W,50,W,7.6,W,10.7,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",12/8/2019,1.6,W,90,W,110,W,5.8,W,6.7,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",12/9/2019,3.2,W,210,W,220,W,7.2,W,8.9,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",12/10/2019,4.4,W,220,W,220,W,8.9,W,11.6,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",12/11/2019,2,W,350,W,10,W,6.3,W,8.5,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",12/12/2019,3.1,W,80,W,90,W,7.6,W,10.3,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",12/13/2019,1.9,W,30,W,40,W,5.4,W,6.7,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",12/14/2019,3,W,240,W,290,W,7.2,W,10.3,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",12/15/2019,2.1,W,230,W,230,W,8.1,W,10.3,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",12/16/2019,3.4,W,200,W,210,W,8.1,W,11.2,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",12/17/2019,4.9,W,230,W,240,W,9.8,W,12.5,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",12/18/2019,2.8,W,290,W,280,W,7.2,W,10.3,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",12/19/2019,0.8,W,40,W,350,W,4,W,6.7,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",12/20/2019,1.5,W,90,W,130,W,4.5,W,8.1,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",12/21/2019,0.9,W,90,W,90,W,4,W,5.4,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",12/22/2019,0.2,W,100,W,100,W,2.7,W,4,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",12/23/2019,2.5,W,40,W,40,W,5.4,W,8.1,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",12/24/2019,3,W,40,W,50,W,6.7,W,9.8,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",12/25/2019,1.1,W,30,W,20,W,3.6,W,4.9,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",12/26/2019,0.5,W,210,W,220,W,3.6,W,4.9,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",12/27/2019,0.9,W,240,W,240,W,4,W,5.4,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",12/28/2019,0.8,W,140,W,140,W,3.1,W,4,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",12/29/2019,3.9,W,180,W,200,W,9.8,W,13.9,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",12/30/2019,6.6,W,240,W,230,W,11.2,W,14.3,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",12/31/2019,2.7,W,290,W,250,W,8.9,W,12.1,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",1/1/2020,2,W,260,W,260,W,7.2,W,9.8,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",1/2/2020,3.2,W,230,W,230,W,8.9,W,11.2,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",1/3/2020,1.6,W,230,W,230,W,6.3,W,7.6,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",1/4/2020,4.1,W,300,W,300,W,10.3,W,16.5,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",1/5/2020,3.4,W,280,W,280,W,7.6,W,13,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",1/6/2020,1.4,W,250,W,250,W,5.8,W,8.9,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",1/7/2020,2.3,W,290,W,310,W,8.1,W,13.4,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",1/8/2020,2.7,W,240,W,290,W,10.3,W,15.2,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",1/9/2020,2.7,W,90,W,150,W,6.7,W,8.5,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",1/10/2020,2,W,150,W,140,W,5.4,W,6.7,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",1/11/2020,5.8,W,200,W,190,W,11.6,W,15.7,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",1/12/2020,4.1,W,180,W,180,W,13.4,W,19.2,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",1/13/2020,2.4,W,200,W,190,W,5.8,W,7.6,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",1/14/2020,2.4,W,230,W,240,W,7.6,W,9.8,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",1/15/2020,2,W,130,W,130,W,4.5,W,6.3,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",1/16/2020,3.5,W,310,W,300,W,7.2,W,13,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",1/17/2020,3.1,W,50,W,20,W,7.6,W,11.6,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",1/18/2020,2.9,W,170,W,180,W,6.3,W,8.5,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",1/19/2020,4.1,W,300,W,20,W,7.2,W,10.7,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",1/20/2020,2.6,W,40,W,40,W,7.6,W,9.8,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",1/21/2020,3.6,W,40,W,50,W,8.1,W,10.3,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",1/22/2020,2.8,W,30,W,50,W,6.7,W,9.4,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",1/23/2020,2.1,W,30,W,30,W,4,W,5.4,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",1/24/2020,4.4,W,160,W,150,W,8.9,W,12.5,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",1/25/2020,2.3,W,270,W,220,W,6.3,W,11.6,W
USW00013722,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",1/26/2020,1.9,W,270,W,260,W,6.3,W,8.5,W
