"date","time","temperature_C","conductivity_mScm","salinity_psu","depth_m","pH","turbitiy_ntu","chlorophyl_mgL","dissolved_oxygen_mgL"
"12/01/17","11:00:07","11.33","0.25","0.12","0.019","8.75","12.6",48.5,"11.69"
"12/01/17","11:00:06","11.33","0.25","0.12","0.020","8.75","12.6",48.2,"11.68"
"12/01/17","11:00:16","11.33","0.25","0.12","0.021","8.76","12.9",48.4,"11.70"
"12/01/17","11:00:08","11.33","0.25","0.12","0.026","8.75","12.7",48.7,"11.69"
"12/01/17","11:00:10","11.33","0.25","0.12","0.027","8.75","12.8",49,"11.69"
"12/01/17","11:00:18","11.33","0.25","0.12","0.035","8.76","12.8",48.1,"11.70"
"12/01/17","11:00:12","11.33","0.25","0.12","0.044","8.76","12.8",48.9,"11.70"
"12/01/17","11:00:11","11.33","0.25","0.12","0.057","8.75","12.8",49,"11.70"
"12/01/17","11:00:09","11.33","0.25","0.12","0.063","8.75","12.7",48.9,"11.70"
"12/01/17","11:00:05","11.33","0.25","0.12","0.066","8.75","12.5",47.8,"11.68"
"12/01/17","11:00:04","11.33","0.25","0.12","0.068","8.75","12.4",47.4,"11.68"
"12/01/17","11:00:19","11.33","0.25","0.12","0.071","8.76","12.8",48,"11.73"
"12/01/17","11:00:14","11.33","0.25","0.12","0.077","8.75","12.8",48.7,"11.69"
"12/01/17","11:00:17","11.33","0.25","0.12","0.082","8.76","12.8",48.3,"11.70"
"12/01/17","11:00:21","11.33","0.25","0.12","0.086","8.76","12.8",47.8,"11.72"
"12/01/17","11:00:22","11.33","0.25","0.12","0.090","8.76","12.8",47.8,"11.72"
"12/01/17","11:30:02","11.87","0.25","0.12","0.006","8.83","13.9",45.4,"11.79"
"12/01/17","11:30:03","11.87","0.25","0.12","0.012","8.83","13.9",45.2,"11.80"
"12/01/17","11:30:09","11.87","0.25","0.12","0.026","8.84","13.9",44.6,"11.81"
"12/01/17","11:30:12","11.88","0.25","0.12","0.026","8.84","13.9",44.5,"11.79"
"12/01/17","11:30:16","11.88","0.25","0.12","0.035","8.85","13.8",44.3,"11.82"
"12/01/17","11:30:05","11.87","0.25","0.12","0.039","8.84","13.9",45,"11.82"
"12/01/17","11:30:11","11.88","0.25","0.12","0.039","8.84","13.9",44.5,"11.80"
"12/01/17","11:30:08","11.88","0.25","0.12","0.041","8.84","13.9",44.7,"11.80"
"12/01/17","11:30:04","11.87","0.25","0.12","0.053","8.84","13.9",45.1,"11.80"
"12/01/17","11:30:06","11.87","0.25","0.12","0.053","8.84","13.9",44.9,"11.81"
"12/01/17","11:30:13","11.88","0.25","0.12","0.055","8.85","13.9",44.4,"11.79"
"12/01/17","11:30:15","11.88","0.25","0.12","0.059","8.85","13.8",44.3,"11.80"
"12/01/17","11:30:10","11.88","0.25","0.12","0.063","8.84","13.9",44.6,"11.79"
"12/01/17","11:30:14","11.88","0.25","0.12","0.075","8.85","13.8",44.4,"11.80"
"12/01/17","11:30:07","11.87","0.25","0.12","0.077","8.84","13.9",44.8,"11.80"
"12/01/17","11:30:17","11.88","0.25","0.12","0.090","8.85","13.8",44.2,"11.81"
"12/01/17","12:00:01","11.87","0.25","0.12","0.004","8.75","13.7",45.5,"11.76"
"12/01/17","12:00:06","11.87","0.25","0.12","0.005","8.75","13.7",45.7,"11.75"
"12/01/17","12:00:09","11.87","0.25","0.12","0.005","8.75","13.6",46,"11.75"
"12/01/17","12:00:10","11.87","0.25","0.12","0.010","8.75","13.5",46.1,"11.75"
"12/01/17","12:00:08","11.87","0.25","0.12","0.022","8.75","13.6",45.9,"11.75"
"12/01/17","12:00:15","11.87","0.25","0.12","0.026","8.76","13.5",46.1,"11.74"
"12/01/17","12:00:05","11.87","0.25","0.12","0.029","8.75","13.7",45.6,"11.74"
"12/01/17","12:00:07","11.87","0.25","0.12","0.029","8.75","13.6",45.8,"11.74"
"12/01/17","12:00:11","11.87","0.25","0.12","0.030","8.75","13.5",46.1,"11.74"
"12/01/17","12:00:03","11.87","0.25","0.12","0.034","8.75","13.7",45.5,"11.75"
"12/01/17","12:00:12","11.87","0.25","0.12","0.034","8.76","13.5",46.2,"11.75"
"12/01/17","12:00:04","11.87","0.25","0.12","0.044","8.75","13.7",45.6,"11.74"
"12/01/17","12:00:19","11.87","0.25","0.12","0.052","8.76","13.6",45.7,"11.77"
"12/01/17","12:00:18","11.87","0.25","0.12","0.057","8.76","13.5",45.8,"11.76"
"12/01/17","12:00:16","11.87","0.25","0.12","0.077","8.76","13.5",46.1,"11.76"
"12/01/17","12:00:17","11.87","0.25","0.12","0.091","8.76","13.5",45.9,"11.76"
"12/01/17","12:30:16","11.89","0.25","0.12","0.003","8.81","13.5",46.7,"11.80"
"12/01/17","12:30:12","11.90","0.25","0.12","0.004","8.81","13.6",46.1,"11.81"
"12/01/17","12:30:07","11.88","0.25","0.12","0.009","8.81","13.7",44.7,"11.79"
"12/01/17","12:30:08","11.88","0.25","0.12","0.021","8.81","13.7",45.1,"11.80"
"12/01/17","12:30:11","11.89","0.25","0.12","0.024","8.81","13.6",45.9,"11.80"
"12/01/17","12:30:06","11.88","0.25","0.12","0.026","8.80","13.7",44.2,"11.82"
"12/01/17","12:30:04","11.87","0.25","0.12","0.031","8.80","13.7",43.1,"11.81"
"12/01/17","12:30:17","11.89","0.25","0.12","0.032","8.81","13.4",46.9,"11.82"
"12/01/17","12:30:13","11.90","0.25","0.12","0.033","8.81","13.5",46.2,"11.81"
"12/01/17","12:30:01","11.86","0.25","0.12","0.034","8.80","13.8",40.9,"11.82"
"12/01/17","12:30:05","11.87","0.25","0.12","0.035","8.80","13.7",43.7,"11.81"
"12/01/17","12:30:14","11.89","0.25","0.12","0.047","8.81","13.5",46.4,"11.82"
"12/01/17","12:30:15","11.89","0.25","0.12","0.055","8.81","13.5",46.6,"11.81"
"12/01/17","12:30:03","11.87","0.25","0.12","0.058","8.80","13.8",42.4,"11.80"
"12/01/17","12:30:02","11.87","0.25","0.12","0.063","8.80","13.8",41.6,"11.81"
"12/01/17","12:30:09","11.89","0.25","0.12","0.065","8.81","13.6",45.4,"11.81"
"12/01/17","12:30:10","11.89","0.25","0.12","0.065","8.81","13.6",45.7,"11.81"
"12/01/17","12:30:21","11.88","0.25","0.12","0.096","8.81","13.3",47.8,"11.85"
"12/01/17","13:00:11","11.55","0.25","0.12","0.022","8.69","13.3",50.2,"11.58"
"12/01/17","13:00:12","11.55","0.25","0.12","0.027","8.69","13.4",50.2,"11.58"
"12/01/17","13:00:04","11.56","0.25","0.12","0.033","8.68","13.0",48.5,"11.61"
"12/01/17","13:00:10","11.55","0.25","0.12","0.040","8.69","13.3",50.2,"11.59"
"12/01/17","13:00:13","11.55","0.25","0.12","0.044","8.69","13.4",50,"11.59"
"12/01/17","13:00:09","11.55","0.25","0.12","0.048","8.69","13.2",50.1,"11.60"
"12/01/17","13:00:03","11.56","0.25","0.12","0.049","8.68","13.0",48,"11.63"
"12/01/17","13:00:08","11.55","0.25","0.12","0.052","8.69","13.2",49.9,"11.59"
"12/01/17","13:00:05","11.56","0.25","0.12","0.054","8.69","13.1",48.9,"11.60"
"12/01/17","13:00:16","11.55","0.25","0.12","0.058","8.69","13.6",49.4,"11.56"
"12/01/17","13:00:15","11.55","0.25","0.12","0.060","8.69","13.5",49.6,"11.57"
"12/01/17","13:00:02","11.56","0.25","0.12","0.061","8.68","13.0",47.5,"11.66"
"12/01/17","13:00:14","11.55","0.25","0.12","0.066","8.69","13.5",49.9,"11.58"
"12/01/17","13:00:07","11.55","0.25","0.12","0.076","8.69","13.1",49.7,"11.61"
"12/01/17","13:00:06","11.56","0.25","0.12","0.084","8.69","13.1",49.3,"11.61"
"12/01/17","13:00:17","11.55","0.25","0.12","0.084","8.69","13.6",49.1,"11.57"
"12/01/17","13:00:19","11.55","0.25","0.12","0.096","8.69","13.7",48.6,"11.58"
"12/01/17","13:30:05","11.54","0.25","0.12","0.010","8.69","13.8",46.7,"11.51"
"12/01/17","13:30:10","11.54","0.25","0.12","0.012","8.69","13.8",47.3,"11.55"
"12/01/17","13:30:06","11.54","0.25","0.12","0.015","8.69","13.8",46.8,"11.53"
"12/01/17","13:30:14","11.55","0.25","0.12","0.023","8.70","13.7",48,"11.62"
"12/01/17","13:30:11","11.55","0.25","0.12","0.025","8.70","13.8",47.4,"11.55"
"12/01/17","13:30:15","11.55","0.25","0.12","0.032","8.70","13.6",48.2,"11.61"
"12/01/17","13:30:02","11.54","0.25","0.12","0.038","8.69","13.6",46.7,"11.48"
"12/01/17","13:30:01","11.54","0.25","0.12","0.039","8.69","13.5",46.7,"11.50"
"12/01/17","13:30:09","11.54","0.25","0.12","0.040","8.69","13.8",47.1,"11.56"
"12/01/17","13:30:12","11.55","0.25","0.12","0.043","8.70","13.7",47.6,"11.59"
"12/01/17","13:30:13","11.55","0.25","0.12","0.043","8.70","13.7",47.8,"11.62"
"12/01/17","13:30:04","11.54","0.25","0.12","0.046","8.69","13.7",46.7,"11.49"
"12/01/17","13:30:07","11.54","0.25","0.12","0.046","8.69","13.8",46.8,"11.55"
"12/01/17","13:30:03","11.54","0.25","0.12","0.050","8.69","13.6",46.7,"11.47"
"12/01/17","13:30:08","11.54","0.25","0.12","0.052","8.69","13.8",47,"11.56"
"12/01/17","13:30:16","11.55","0.25","0.12","0.065","8.70","13.6",48.4,"11.64"
"12/01/17","13:30:17","11.55","0.25","0.12","0.091","8.70","13.6",48.5,"11.68"
"12/01/17","13:30:18","11.55","0.25","0.12","0.092","8.70","13.6",48.7,"11.66"
"12/01/17","14:00:12","11.65","0.25","0.12","0.012","8.73","13.1",48.5,"11.61"
"12/01/17","14:00:11","11.64","0.25","0.12","0.018","8.73","13.1",48.4,"11.61"
"12/01/17","14:00:08","11.64","0.25","0.12","0.029","8.73","13.1",48.3,"11.62"
"12/01/17","14:00:03","11.64","0.25","0.12","0.036","8.73","13.4",48.5,"11.54"
"12/01/17","14:00:02","11.64","0.25","0.12","0.040","8.73","13.4",48.5,"11.53"
"12/01/17","14:00:09","11.65","0.25","0.12","0.041","8.73","13.1",48.3,"11.63"
"12/01/17","14:00:01","11.64","0.25","0.12","0.044","8.72","13.5",48.6,"11.53"
"12/01/17","14:00:07","11.64","0.25","0.12","0.048","8.73","13.1",48.3,"11.59"
"12/01/17","14:00:04","11.64","0.25","0.12","0.049","8.73","13.3",48.4,"11.54"
"12/01/17","14:00:13","11.65","0.25","0.12","0.050","8.73","13.2",48.5,"11.60"
"12/01/17","14:00:10","11.64","0.25","0.12","0.051","8.73","13.1",48.4,"11.62"
"12/01/17","14:00:16","11.65","0.25","0.12","0.056","8.73","13.3",48.7,"11.65"
"12/01/17","14:00:15","11.65","0.25","0.12","0.061","8.73","13.3",48.7,"11.62"
"12/01/17","14:00:14","11.65","0.25","0.12","0.064","8.73","13.2",48.6,"11.61"
"12/01/17","14:00:05","11.64","0.25","0.12","0.070","8.73","13.2",48.4,"11.55"
"12/01/17","14:00:06","11.64","0.25","0.12","0.072","8.73","13.2",48.4,"11.58"
"12/01/17","14:00:17","11.65","0.25","0.12","0.092","8.73","13.4",48.8,"11.67"
"12/01/17","14:30:08","11.72","0.25","0.12","0.059","8.72","13.1",48.4,"11.58"
"12/01/17","14:30:13","11.70","0.25","0.12","0.063","8.72","13.1",48.6,"11.69"
"12/01/17","14:30:14","11.70","0.25","0.12","0.067","8.72","13.1",48.7,"11.70"
"12/01/17","14:30:07","11.72","0.25","0.12","0.070","8.72","13.1",48.6,"11.57"
"12/01/17","14:30:09","11.72","0.25","0.12","0.072","8.72","13.1",48.3,"11.60"
"12/01/17","14:30:02","11.72","0.25","0.12","0.073","8.71","12.8",51.2,"11.56"
"12/01/17","14:30:03","11.72","0.25","0.12","0.074","8.72","12.9",50.5,"11.57"
"12/01/17","14:30:04","11.72","0.25","0.12","0.080","8.72","13.0",49.9,"11.57"
"12/01/17","14:30:12","11.70","0.25","0.12","0.080","8.72","13.1",48.5,"11.67"
"12/01/17","14:30:06","11.72","0.25","0.12","0.081","8.72","13.1",48.9,"11.55"
"12/01/17","14:30:05","11.72","0.25","0.12","0.083","8.72","13.0",49.3,"11.54"
"12/01/17","14:30:01","11.72","0.25","0.12","0.087","8.71","12.8",52,"11.57"
"12/01/17","14:30:10","11.72","0.25","0.12","0.090","8.72","13.1",48.3,"11.61"
"12/01/17","14:30:11","11.71","0.25","0.12","0.091","8.72","13.1",48.4,"11.61"
"12/01/17","14:30:00","11.72","0.25","0.12","0.092","8.71","12.7",52.8,"11.58"
"12/02/17","09:00:00","11.25","0.25","0.12","0.041","8.51","10.9",47.5,"11.41"
"12/02/17","09:00:10","11.27","0.25","0.12","0.041","8.52","13.1",51.2,"11.43"
"12/02/17","09:00:08","11.26","0.25","0.12","0.042","8.52","12.8",51.2,"11.45"
"12/02/17","09:00:02","11.25","0.25","0.12","0.043","8.51","11.4",48.8,"11.43"
"12/02/17","09:00:05","11.26","0.25","0.12","0.043","8.51","12.2",50.4,"11.42"
"12/02/17","09:00:03","11.25","0.25","0.12","0.044","8.51","11.7",49.4,"11.44"
"12/02/17","09:00:07","11.26","0.25","0.12","0.044","8.51","12.6",51,"11.46"
"12/02/17","09:00:12","11.27","0.25","0.12","0.045","8.52","13.3",50.9,"11.41"
"12/02/17","09:00:13","11.27","0.25","0.12","0.045","8.52","13.4",50.6,"11.44"
"12/02/17","09:00:04","11.26","0.25","0.12","0.046","8.51","11.9",49.9,"11.43"
"12/02/17","09:00:06","11.26","0.25","0.12","0.046","8.52","12.4",50.7,"11.44"
"12/02/17","09:00:11","11.27","0.25","0.12","0.046","8.52","13.2",51.1,"11.44"
"12/02/17","09:00:14","11.27","0.25","0.12","0.046","8.52","13.4",50.3,"11.45"
"12/02/17","09:00:01","11.25","0.25","0.12","0.047","8.51","11.2",48.1,"11.45"
"12/02/17","09:00:09","11.27","0.25","0.12","0.048","8.52","13.0",51.2,"11.44"
"12/02/17","09:00:15","11.27","0.25","0.12","0.067","8.52","13.5",49.9,"11.48"
"12/02/17","09:00:16","11.27","0.25","0.12","0.084","8.52","13.5",49.6,"11.45"
"12/02/17","09:00:17","11.27","0.25","0.12","0.099","8.52","13.5",49.2,"11.46"
"12/02/17","09:30:07","11.28","0.25","0.12","0.048","8.53","12.6",50.4,"11.50"
"12/02/17","09:30:08","11.27","0.25","0.12","0.048","8.53","12.6",50.3,"11.49"
"12/02/17","09:30:15","11.28","0.25","0.12","0.048","8.53","12.6",48.9,"11.50"
"12/02/17","09:30:10","11.27","0.25","0.12","0.049","8.53","12.5",50,"11.48"
"12/02/17","09:30:11","11.27","0.25","0.12","0.049","8.53","12.5",49.8,"11.47"
"12/02/17","09:30:02","11.27","0.25","0.12","0.050","8.52","12.8",49.8,"11.45"
"12/02/17","09:30:03","11.27","0.25","0.12","0.050","8.52","12.8",50.1,"11.45"
"12/02/17","09:30:12","11.27","0.25","0.12","0.050","8.53","12.5",49.6,"11.46"
"12/02/17","09:30:13","11.28","0.25","0.12","0.050","8.53","12.5",49.4,"11.45"
"12/02/17","09:30:14","11.28","0.25","0.12","0.050","8.53","12.6",49.1,"11.47"
"12/02/17","09:30:01","11.27","0.25","0.12","0.051","8.52","12.8",49.6,"11.45"
"12/02/17","09:30:04","11.27","0.25","0.12","0.051","8.52","12.7",50.2,"11.42"
"12/02/17","09:30:05","11.27","0.25","0.12","0.051","8.53","12.7",50.4,"11.45"
"12/02/17","09:30:06","11.27","0.25","0.12","0.053","8.53","12.6",50.4,"11.49"
"12/02/17","09:30:09","11.27","0.25","0.12","0.053","8.53","12.5",50.2,"11.48"
"12/02/17","09:30:16","11.27","0.25","0.12","0.058","8.53","12.7",48.6,"11.50"
"12/02/17","09:30:17","11.27","0.25","0.12","0.077","8.53","12.7",48.4,"11.51"
"12/02/17","09:30:18","11.28","0.25","0.12","0.094","8.53","12.8",48.2,"11.50"
"12/02/17","10:00:10","11.29","0.25","0.12","0.053","8.55","12.4",48.9,"11.54"
"12/02/17","10:00:08","11.28","0.25","0.12","0.054","8.55","12.3",49.1,"11.49"
"12/02/17","10:00:02","11.29","0.25","0.12","0.055","8.55","12.4",50.5,"11.44"
"12/02/17","10:00:04","11.28","0.25","0.12","0.055","8.55","12.3",50,"11.46"
"12/02/17","10:00:07","11.28","0.25","0.12","0.055","8.55","12.2",49.3,"11.47"
"12/02/17","10:00:11","11.29","0.25","0.12","0.055","8.56","12.5",48.8,"11.55"
"12/02/17","10:00:14","11.29","0.25","0.12","0.055","8.56","12.8",48.7,"11.49"
"12/02/17","10:00:15","11.29","0.25","0.12","0.055","8.56","12.9",48.8,"11.52"
"12/02/17","10:00:01","11.29","0.25","0.12","0.056","8.55","12.5",50.8,"11.43"
"12/02/17","10:00:05","11.28","0.25","0.12","0.056","8.55","12.2",49.7,"11.46"
"12/02/17","10:00:06","11.28","0.25","0.12","0.056","8.55","12.2",49.5,"11.45"
"12/02/17","10:00:12","11.29","0.25","0.12","0.057","8.56","12.6",48.7,"11.54"
"12/02/17","10:00:13","11.29","0.25","0.12","0.057","8.56","12.7",48.7,"11.52"
"12/02/17","10:00:03","11.28","0.25","0.12","0.058","8.55","12.3",50.3,"11.43"
"12/02/17","10:00:09","11.29","0.25","0.12","0.058","8.55","12.3",49,"11.51"
"12/02/17","10:00:16","11.29","0.25","0.12","0.070","8.56","13.0",48.9,"11.56"
"12/02/17","10:00:17","11.29","0.25","0.12","0.086","8.56","13.0",49,"11.52"
"12/02/17","10:30:12","11.29","0.25","0.12","0.036","8.60","12.6",52.7,"11.46"
"12/02/17","10:30:02","11.29","0.25","0.12","0.046","8.59","12.5",51.5,"11.49"
"12/02/17","10:30:08","11.29","0.25","0.12","0.047","8.60","12.6",53.3,"11.47"
"12/02/17","10:30:09","11.29","0.25","0.12","0.047","8.60","12.6",53.3,"11.47"
"12/02/17","10:30:14","11.29","0.25","0.12","0.048","8.60","12.7",52.3,"11.48"
"12/02/17","10:30:05","11.29","0.25","0.12","0.049","8.60","12.6",52.9,"11.48"
"12/02/17","10:30:01","11.29","0.25","0.12","0.051","8.59","12.5",50.9,"11.48"
"12/02/17","10:30:03","11.29","0.25","0.12","0.051","8.59","12.6",52,"11.50"
"12/02/17","10:30:06","11.29","0.25","0.12","0.052","8.60","12.6",53.1,"11.48"
"12/02/17","10:30:11","11.29","0.25","0.12","0.053","8.60","12.6",52.9,"11.46"
"12/02/17","10:30:00","11.29","0.25","0.12","0.056","8.59","12.4",50.2,"11.47"
"12/02/17","10:30:07","11.29","0.25","0.12","0.058","8.60","12.6",53.3,"11.49"
"12/02/17","10:30:04","11.29","0.25","0.12","0.059","8.60","12.6",52.5,"11.49"
"12/02/17","10:30:15","11.29","0.25","0.12","0.059","8.60","12.7",52.2,"11.49"
"12/02/17","10:30:10","11.29","0.25","0.12","0.060","8.60","12.6",53.1,"11.46"
"12/02/17","10:30:13","11.29","0.25","0.12","0.061","8.60","12.6",52.5,"11.46"
"12/02/17","10:30:16","11.29","0.25","0.12","0.076","8.60","12.8",52.1,"11.49"
"12/02/17","10:30:17","11.29","0.25","0.12","0.096","8.60","12.9",52,"11.51"
"12/02/17","11:00:09","11.29","0.25","0.12","0.023","8.63","13.5",52.4,"11.51"
"12/02/17","11:00:10","11.29","0.25","0.12","0.023","8.63","13.5",52.6,"11.50"
"12/02/17","11:00:05","11.29","0.25","0.12","0.029","8.63","13.3",50.6,"11.51"
"12/02/17","11:00:07","11.29","0.25","0.12","0.030","8.63","13.4",51.7,"11.49"
"12/02/17","11:00:06","11.28","0.25","0.12","0.034","8.63","13.3",51.2,"11.51"
"12/02/17","11:00:14","11.28","0.25","0.12","0.036","8.63","13.5",52.7,"11.50"
"12/02/17","11:00:02","11.28","0.25","0.12","0.037","8.63","13.1",48.5,"11.45"
"12/02/17","11:00:16","11.28","0.25","0.12","0.037","8.63","13.4",52.5,"11.52"
"12/02/17","11:00:08","11.28","0.25","0.12","0.038","8.63","13.5",52.1,"11.50"
"12/02/17","11:00:15","11.28","0.25","0.12","0.039","8.63","13.4",52.6,"11.51"
"12/02/17","11:00:04","11.28","0.25","0.12","0.043","8.63","13.2",49.9,"11.49"
"12/02/17","11:00:11","11.28","0.25","0.12","0.045","8.63","13.5",52.7,"11.53"
"12/02/17","11:00:03","11.28","0.25","0.12","0.046","8.63","13.1",49.2,"11.46"
"12/02/17","11:00:17","11.28","0.25","0.12","0.046","8.63","13.3",52.3,"11.51"
"12/02/17","11:00:13","11.28","0.25","0.12","0.047","8.63","13.5",52.8,"11.49"
"12/02/17","11:00:12","11.28","0.25","0.12","0.049","8.63","13.5",52.8,"11.51"
"12/02/17","11:00:18","11.28","0.25","0.12","0.075","8.63","13.3",52.1,"11.51"
"12/02/17","11:00:19","11.28","0.25","0.12","0.089","8.63","13.2",52,"11.53"
"12/02/17","11:30:06","11.26","0.25","0.12","0.040","8.60","13.2",50,"11.41"
"12/02/17","11:30:04","11.26","0.25","0.12","0.045","8.60","13.5",49.6,"11.42"
"12/02/17","11:30:07","11.26","0.25","0.12","0.045","8.60","13.2",50.2,"11.41"
"12/02/17","11:30:05","11.26","0.25","0.12","0.047","8.60","13.4",49.8,"11.41"
"12/02/17","11:30:14","11.26","0.25","0.12","0.047","8.61","13.2",52,"11.42"
"12/02/17","11:30:00","11.27","0.25","0.12","0.048","8.59","14.2",49.2,"11.41"
"12/02/17","11:30:08","11.26","0.25","0.12","0.048","8.60","13.1",50.4,"11.42"
"12/02/17","11:30:03","11.26","0.25","0.12","0.049","8.60","13.6",49.5,"11.43"
"12/02/17","11:30:01","11.26","0.25","0.12","0.050","8.60","14.0",49.3,"11.41"
"12/02/17","11:30:11","11.26","0.25","0.12","0.050","8.60","13.1",51.2,"11.42"
"12/02/17","11:30:02","11.26","0.25","0.12","0.051","8.60","13.8",49.4,"11.41"
"12/02/17","11:30:09","11.26","0.25","0.12","0.051","8.60","13.1",50.7,"11.43"
"12/02/17","11:30:12","11.26","0.25","0.12","0.053","8.60","13.1",51.5,"11.42"
"12/02/17","11:30:10","11.26","0.25","0.12","0.054","8.60","13.1",50.9,"11.43"
"12/02/17","11:30:13","11.26","0.25","0.12","0.055","8.60","13.1",51.7,"11.43"
"12/02/17","11:30:15","11.26","0.25","0.12","0.065","8.61","13.2",52.1,"11.43"
"12/02/17","11:30:16","11.26","0.25","0.12","0.088","8.61","13.3",52.2,"11.42"
"12/02/17","12:00:12","11.25","0.25","0.12","0.050","8.61","12.9",51.1,"11.41"
"12/02/17","12:00:02","11.25","0.25","0.12","0.052","8.60","11.8",49.4,"11.44"
"12/02/17","12:00:09","11.25","0.25","0.12","0.052","8.61","12.8",51.2,"11.42"
"12/02/17","12:00:14","11.25","0.25","0.12","0.053","8.61","12.8",50.7,"11.43"
"12/02/17","12:00:13","11.25","0.25","0.12","0.054","8.61","12.9",51,"11.43"
"12/02/17","12:00:05","11.25","0.25","0.12","0.055","8.60","12.4",50.4,"11.43"
"12/02/17","12:00:10","11.25","0.25","0.12","0.055","8.61","12.9",51.2,"11.42"
"12/02/17","12:00:15","11.25","0.25","0.12","0.055","8.61","12.8",50.5,"11.43"
"12/02/17","12:00:03","11.25","0.25","0.12","0.056","8.60","12.0",49.8,"11.43"
"12/02/17","12:00:04","11.25","0.25","0.12","0.056","8.60","12.2",50.1,"11.42"
"12/02/17","12:00:06","11.25","0.25","0.12","0.056","8.60","12.6",50.7,"11.42"
"12/02/17","12:00:11","11.25","0.25","0.12","0.059","8.61","12.9",51.2,"11.41"
"12/02/17","12:00:08","11.25","0.25","0.12","0.060","8.60","12.8",51.1,"11.42"
"12/02/17","12:00:07","11.25","0.25","0.12","0.061","8.60","12.7",50.9,"11.42"
"12/02/17","12:00:01","11.25","0.25","0.12","0.062","8.60","11.6",49,"11.45"
"12/02/17","12:00:16","11.25","0.25","0.12","0.067","8.61","12.8",50.2,"11.43"
"12/02/17","12:00:17","11.25","0.25","0.12","0.086","8.61","12.8",49.9,"11.43"
"12/02/17","12:00:18","11.25","0.25","0.12","0.099","8.61","12.8",49.6,"11.42"
"12/02/17","12:30:10","11.26","0.25","0.12","0.037","8.58","12.6",50.7,"11.48"
"12/02/17","12:30:07","11.26","0.25","0.12","0.038","8.57","12.3",50.8,"11.48"
"12/02/17","12:30:11","11.25","0.25","0.12","0.038","8.58","12.7",50.7,"11.46"
"12/02/17","12:30:15","11.25","0.25","0.12","0.038","8.58","13.2",50.2,"11.49"
"12/02/17","12:30:02","11.25","0.25","0.12","0.039","8.57","11.8",50.4,"11.37"
"12/02/17","12:30:05","11.26","0.25","0.12","0.039","8.57","12.2",50.7,"11.42"
"12/02/17","12:30:08","11.26","0.25","0.12","0.039","8.58","12.4",50.8,"11.45"
"12/02/17","12:30:14","11.25","0.25","0.12","0.039","8.58","13.1",50.3,"11.47"
"12/02/17","12:30:03","11.25","0.25","0.12","0.040","8.57","12.0",50.5,"11.41"
"12/02/17","12:30:04","11.26","0.25","0.12","0.040","8.57","12.1",50.6,"11.40"
"12/02/17","12:30:06","11.26","0.25","0.12","0.040","8.57","12.3",50.7,"11.43"
"12/02/17","12:30:09","11.26","0.25","0.12","0.040","8.58","12.5",50.8,"11.48"
"12/02/17","12:30:12","11.25","0.25","0.12","0.040","8.58","12.8",50.6,"11.46"
"12/02/17","12:30:13","11.25","0.25","0.12","0.040","8.58","13.0",50.5,"11.45"
"12/02/17","12:30:16","11.25","0.25","0.12","0.041","8.58","13.4",50,"11.52"
"12/02/17","12:30:17","11.25","0.25","0.12","0.059","8.58","13.5",49.9,"11.54"
"12/02/17","12:30:18","11.25","0.25","0.12","0.073","8.58","13.7",49.7,"11.53"
"12/02/17","12:30:19","11.25","0.25","0.12","0.088","8.58","13.8",49.6,"11.53"
"12/02/17","13:00:07","11.33","0.25","0.12","0.050","8.60","12.2",51.7,"11.50"
"12/02/17","13:00:02","11.33","0.25","0.12","0.051","8.60","11.9",54.9,"11.47"
"12/02/17","13:00:06","11.33","0.25","0.12","0.051","8.60","12.1",52.1,"11.48"
"12/02/17","13:00:12","11.33","0.25","0.12","0.051","8.61","12.7",51.5,"11.56"
"12/02/17","13:00:16","11.33","0.25","0.12","0.051","8.61","13.0",52.2,"11.53"
"12/02/17","13:00:03","11.33","0.25","0.12","0.052","8.60","11.9",54.1,"11.48"
"12/02/17","13:00:10","11.33","0.25","0.12","0.052","8.61","12.5",51.3,"11.55"
"12/02/17","13:00:13","11.33","0.25","0.12","0.052","8.61","12.8",51.6,"11.55"
"12/02/17","13:00:15","11.33","0.25","0.12","0.052","8.61","13.0",52,"11.54"
"12/02/17","13:00:11","11.33","0.25","0.12","0.055","8.61","12.6",51.3,"11.57"
"12/02/17","13:00:09","11.33","0.25","0.12","0.056","8.61","12.4",51.3,"11.57"
"12/02/17","13:00:08","11.33","0.25","0.12","0.057","8.60","12.3",51.4,"11.52"
"12/02/17","13:00:04","11.33","0.25","0.12","0.058","8.60","12.0",53.3,"11.47"
"12/02/17","13:00:05","11.33","0.25","0.12","0.058","8.60","12.1",52.7,"11.48"
"12/02/17","13:00:14","11.33","0.25","0.12","0.060","8.61","12.9",51.8,"11.55"
"12/02/17","13:00:17","11.33","0.25","0.12","0.074","8.61","13.0",52.4,"11.52"
"12/02/17","13:00:18","11.33","0.25","0.12","0.090","8.61","13.0",52.5,"11.51"
"12/02/17","13:30:06","11.36","0.25","0.12","0.048","8.60","12.8",52.5,"11.53"
"12/02/17","13:30:10","11.36","0.25","0.12","0.048","8.61","13.1",51.7,"11.54"
"12/02/17","13:30:16","11.35","0.25","0.12","0.048","8.61","13.0",52.6,"11.57"
"12/02/17","13:30:04","11.35","0.25","0.12","0.049","8.60","12.5",53.4,"11.49"
"12/02/17","13:30:05","11.36","0.25","0.12","0.049","8.60","12.7",52.9,"11.50"
